"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2002","Nova Scotia","2016A000212","Weighted clearance rate","Rate","257","units","0","v65783517","4.15","34.25","","","","2"
"2003","Nova Scotia","2016A000212","Weighted clearance rate","Rate","257","units","0","v65783517","4.15","35.51","","","","2"
"2004","Nova Scotia","2016A000212","Weighted clearance rate","Rate","257","units","0","v65783517","4.15","30.86","","","","2"
"2005","Nova Scotia","2016A000212","Weighted clearance rate","Rate","257","units","0","v65783517","4.15","32.82","","","","2"
"2006","Nova Scotia","2016A000212","Weighted clearance rate","Rate","257","units","0","v65783517","4.15","36.30","","","","2"
"2007","Nova Scotia","2016A000212","Weighted clearance rate","Rate","257","units","0","v65783517","4.15","41.08","","","","2"
"2008","Nova Scotia","2016A000212","Weighted clearance rate","Rate","257","units","0","v65783517","4.15","42.69","","","","2"
"2009","Nova Scotia","2016A000212","Weighted clearance rate","Rate","257","units","0","v65783517","4.15","40.56","","","","2"
"2010","Nova Scotia","2016A000212","Weighted clearance rate","Rate","257","units","0","v65783517","4.15","39.99","","","","2"
"2011","Nova Scotia","2016A000212","Weighted clearance rate","Rate","257","units","0","v65783517","4.15","42.14","","","","2"
"2012","Nova Scotia","2016A000212","Weighted clearance rate","Rate","257","units","0","v65783517","4.15","41.82","","","","2"
"2013","Nova Scotia","2016A000212","Weighted clearance rate","Rate","257","units","0","v65783517","4.15","42.40","","","","2"
"2014","Nova Scotia","2016A000212","Weighted clearance rate","Rate","257","units","0","v65783517","4.15","40.85","","","","2"
"2015","Nova Scotia","2016A000212","Weighted clearance rate","Rate","257","units","0","v65783517","4.15","42.73","","","","2"
"2016","Nova Scotia","2016A000212","Weighted clearance rate","Rate","257","units","0","v65783517","4.15","42.74","","","","2"
"2017","Nova Scotia","2016A000212","Weighted clearance rate","Rate","257","units","0","v65783517","4.15","40.97","","","","2"
"2018","Nova Scotia","2016A000212","Weighted clearance rate","Rate","257","units","0","v65783517","4.15","40.14","","","","2"
"2019","Nova Scotia","2016A000212","Weighted clearance rate","Rate","257","units","0","v65783517","4.15","36.88","","","","2"


