"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2008","Newfoundland and Labrador","2016A000210","Crime severity index","Index","160","units","0","v65783492","2.14","71.08","","","","2"
"2009","Newfoundland and Labrador","2016A000210","Crime severity index","Index","160","units","0","v65783492","2.14","71.46","","","","2"
"2010","Newfoundland and Labrador","2016A000210","Crime severity index","Index","160","units","0","v65783492","2.14","78.65","","","","2"
"2011","Newfoundland and Labrador","2016A000210","Crime severity index","Index","160","units","0","v65783492","2.14","71.85","","","","2"
"2012","Newfoundland and Labrador","2016A000210","Crime severity index","Index","160","units","0","v65783492","2.14","68.00","","","","2"
"2013","Newfoundland and Labrador","2016A000210","Crime severity index","Index","160","units","0","v65783492","2.14","68.47","","","","2"
"2014","Newfoundland and Labrador","2016A000210","Crime severity index","Index","160","units","0","v65783492","2.14","62.36","","","","2"
"2015","Newfoundland and Labrador","2016A000210","Crime severity index","Index","160","units","0","v65783492","2.14","65.78","","","","2"
"2016","Newfoundland and Labrador","2016A000210","Crime severity index","Index","160","units","0","v65783492","2.14","69.55","","","","2"
"2017","Newfoundland and Labrador","2016A000210","Crime severity index","Index","160","units","0","v65783492","2.14","63.51","","","","2"
"2018","Newfoundland and Labrador","2016A000210","Crime severity index","Index","160","units","0","v65783492","2.14","64.84","","","","2"
"2019","Newfoundland and Labrador","2016A000210","Crime severity index","Index","160","units","0","v65783492","2.14","71.56","","","","2"
"1998","Newfoundland and Labrador","2016A000210","Weighted clearance rate","Rate","257","units","0","v65783493","2.15","41.91","","","","2"
"1999","Newfoundland and Labrador","2016A000210","Weighted clearance rate","Rate","257","units","0","v65783493","2.15","42.25","","","","2"
"2000","Newfoundland and Labrador","2016A000210","Weighted clearance rate","Rate","257","units","0","v65783493","2.15","37.99","","","","2"
"2001","Newfoundland and Labrador","2016A000210","Weighted clearance rate","Rate","257","units","0","v65783493","2.15","39.45","","","","2"
"2002","Newfoundland and Labrador","2016A000210","Weighted clearance rate","Rate","257","units","0","v65783493","2.15","35.30","","","","2"
"2003","Newfoundland and Labrador","2016A000210","Weighted clearance rate","Rate","257","units","0","v65783493","2.15","37.05","","","","2"
"2004","Newfoundland and Labrador","2016A000210","Weighted clearance rate","Rate","257","units","0","v65783493","2.15","33.19","","","","2"
"2005","Newfoundland and Labrador","2016A000210","Weighted clearance rate","Rate","257","units","0","v65783493","2.15","34.60","","","","2"
"2006","Newfoundland and Labrador","2016A000210","Weighted clearance rate","Rate","257","units","0","v65783493","2.15","37.22","","","","2"
"2007","Newfoundland and Labrador","2016A000210","Weighted clearance rate","Rate","257","units","0","v65783493","2.15","37.08","","","","2"
"2008","Newfoundland and Labrador","2016A000210","Weighted clearance rate","Rate","257","units","0","v65783493","2.15","41.12","","","","2"
"2009","Newfoundland and Labrador","2016A000210","Weighted clearance rate","Rate","257","units","0","v65783493","2.15","37.86","","","","2"
"2010","Newfoundland and Labrador","2016A000210","Weighted clearance rate","Rate","257","units","0","v65783493","2.15","35.32","","","","2"
"2011","Newfoundland and Labrador","2016A000210","Weighted clearance rate","Rate","257","units","0","v65783493","2.15","35.18","","","","2"
"2012","Newfoundland and Labrador","2016A000210","Weighted clearance rate","Rate","257","units","0","v65783493","2.15","34.64","","","","2"
"2013","Newfoundland and Labrador","2016A000210","Weighted clearance rate","Rate","257","units","0","v65783493","2.15","36.59","","","","2"
"2014","Newfoundland and Labrador","2016A000210","Weighted clearance rate","Rate","257","units","0","v65783493","2.15","35.85","","","","2"
"2015","Newfoundland and Labrador","2016A000210","Weighted clearance rate","Rate","257","units","0","v65783493","2.15","33.63","","","","2"
"2016","Newfoundland and Labrador","2016A000210","Weighted clearance rate","Rate","257","units","0","v65783493","2.15","35.62","","","","2"
"2017","Newfoundland and Labrador","2016A000210","Weighted clearance rate","Rate","257","units","0","v65783493","2.15","37.08","","","","2"
"2018","Newfoundland and Labrador","2016A000210","Weighted clearance rate","Rate","257","units","0","v65783493","2.15","35.93","","","","2"
"2019","Newfoundland and Labrador","2016A000210","Weighted clearance rate","Rate","257","units","0","v65783493","2.15","29.72","","","","2"


